text,category
mcdonalds recharge late night,food
bikanervala txn family use,food
haldirams booking late night,food
zepto purchase for home,food
kirana store subscription for office,food
reliance smart delivery while travelling,food
bikanervala bill personal,food
kirana store booking for office,food
udupi hotel monthly charge one time,food
bikanervala order late night,food
udupi hotel subscription family use,food
udupi hotel order family use,food
haldirams booking during trip,food
kfc order one time,food
bigbasket delivery while travelling,food
kfc delivery while travelling,food
kirana store booking one time,food
dmart expense personal,food
irctc pantry delivery while travelling,food
reliance smart subscription late night,food
udupi hotel monthly charge one time,food
zepto txn for home,food
bigbasket delivery while travelling,food
chai point subscrption for home,food
local dhaba monthly charge during trip,food
zomato booking late night,food
dominos purchase for home,food
zepto monthly charge monthly,food
local dhaba recharge monthly,food
zepto recharge late night,food
bigbasket booking monthly,food
bigbasket recharge one time,food
kfc txn family use,food
swiggy booking routine,food
chai point delivery while travelling,food
zomato bill late night,food
chai point delivery while travelling,food
chaayos txn late night,food
bikanervala payment personal,food
irctc pantry delivery while travelling,food
swiggy txn monthly,food
kirana store delivery while travelling,food
reliance smart subscription during trip,food
dominos purchse monthly,food
chaayos delivery while travelling,food
udupi hotel monthly charge monthly,food
irctc pantry txn personal,food
blinkit payment monthly,food
udupi hotel monthly charge for home,food
zepto subscription monthly,food
bikanervala purchase urgent,food
blinkit txn routine,food
chai point expense family use,food
kfc booking during trip,food
swiggy txn for office,food
dmart txn for home,food
bikanervala delivery while travelling,food
dmart subscription for office,food
local dhaba delivery while travelling,food
udupi hotel purchse routine,food
haldirams bill for home,food
dominos monthly charge late night,food
swiggy recharge late night,food
local dhaba monthly charge for home,food
blinkit monthly charge monthly,food
bigbasket subscription for home,food
kfc purchase for home,food
swiggy booking during trip,food
local dhaba recharge late night,food
dmart txn late night,food
haldirams delivery while travelling,food
haldirams txn one time,food
bikanervala payment urgent,food
local dhaba subscription personal,food
chaayos monthly charge urgent,food
mcdonalds booking during trip,food
bigbasket booking urgent,food
haldirams delivery while travelling,food
bigbasket payment one time,food
udupi hotel monthly charge monthly,food
irctc pantry payment during trip,food
local dhaba subscrption late night,food
reliance smart delivery while travelling,food
zepto bill urgent,food
kirana store monthly charge routine,food
dmart order for office,food
swiggy delivery while travelling,food
chai point bill during trip,food
zomato monthly charge during trip,food
dominos txn personal,food
chaayos recharge monthy,food
dmart subscription one time,food
kirana store bill personal,food
irctc pantry subscription personal,food
bigbasket bokking family use,food
chai point expense personal,food
irctc pantry expense during trip,food
haldirams recharge monthly,food
bigbasket order routine,food
bikanervala paymnt urgent,food
zepto order for office,food
bigbasket bill personal,food
chai point booking urgent,food
haldirams bill family use,food
reliance smart expense routine,food
dmart recharge during trip,food
haldirams bill during trip,food
chai point txn for office,food
zepto txn urgent,food
bikanervala payment urgent,food
zomato monthly charge routine,food
dmart bill for home,food
dominos purchase routine,food
zomato order routine,food
kfc order monthly,food
bikanervala booking urgent,food
zomato bill family use,food
dominos expence late night,food
zepto order during trip,food
udupi hotel delivery while travelling,food
kirana store expense urgent,food
bikanervala monthly charge late night,food
chaayos delivery while travelling,food
blinkit subscription urgent,food
kirana store payment late night,food
bigbasket bill for home,food
dmart recharge for home,food
kfc delivery while travelling,food
haldirams delivery while travelling,food
bigbasket order monthly,food
chaayos delivery while travelling,food
zomato subscription urgent,food
dmart booking monthly,food
chai point recharge routine,food
mcdonalds recharge during trip,food
local dhaba monthly charge family use,food
haldirams monthly charge family use,food
zepto booking one time,food
kirana store booking family use,food
zomato payment one time,food
dmart delivery while travelling,food
kirana store subscription family use,food
bikanervala expense routine,food
bigbasket delivery while travelling,food
blinkit expense during trip,food
local dhaba purchse routine,food
mcdonalds subscription family use,food
local dhaba payment one time,food
blinkit txn one time,food
swiggy txn urgent,food
udupi hotel purchase monthly,food
zepto booking urgent,food
kirana store booking for office,food
zepto purchase for home,food
reliance smart order during trip,food
local dhaba order urgent,food
reliance smart monthly charge family use,food
blinkit bill family use,food
irctc pantry subscription for home,food
chai point purchase personal,food
swiggy order late night,food
kirana store monthly charge monthly,food
mcdonalds monthly charge urgent,food
irctc pantry expense routine,food
swiggy monthly charge personal,food
